FECHA,INCIDENTE,CANT_INCIDENTES
Feb 1 2019,DOLOR TORACICO,1069
Feb 1 2019,ELECTROCUCION / RESCATE,14
Feb 1 2019,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,591
Feb 1 2019,EMBRIAGUEZ,3781
Feb 1 2019,ENFERMO,2393
Feb 1 2019,EVENTO RESPIRATORIO,2126
Feb 1 2019,EXHIBICIONES Y/O ACTOS OBSCENOS,596
Feb 1 2019,EXPLOSION,35
Feb 1 2019,EXTRAVIADOS / DESAPARECIDOS,1059
Feb 1 2019,FUGA DE GAS NATURAL O PROPANO,991
Feb 1 2019,FUGA DE PRESOS,105
Feb 1 2019,HABITANTE DE LA CALLE,1870
Feb 1 2019,HALLAZGO DE EXPLOSIVOS,116
Feb 1 2019,HERIDOS,3117
Feb 1 2019,HURTO EFECTUADO,2879
Feb 1 2019,INCENDIO CON MATPEL,29
Feb 1 2019,INCENDIO EN AERONAVE,1
Feb 1 2019,INCENDIO ESTRUCTURAL,756
Feb 1 2019,INCENDIO FORESTAL,2096
Feb 1 2019,INCENDIO VEHICULAR,75
Feb 1 2019,INCIDENTE RESCATE ACUATICO,6
Feb 1 2019,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3486
Feb 1 2019,INDEBIDO USO DE ESTABLECIMIENTO,294
Feb 1 2019,INFORMACION CONFIDENCIAL,472
Feb 1 2019,INTENTO DE SUICIDIO,811
Feb 1 2019,INTENTO/VIOLACION DE DOMICILIO,727
Feb 1 2019,INTOXICACION,563
Feb 1 2019,INUNDACION,221
Feb 1 2019,INVASION DE TERRENO O EDIFICIO,239
Feb 1 2019,LESIONES PERSONALES,4787
Feb 1 2019,MALTRATO,1743
Feb 1 2019,MALTRATO A MUJER,10027
Feb 1 2019,MANIFESTACION / MOTIN,169
Feb 1 2019,MATPEL,292
Feb 1 2019,MENOR EN ESTABLECIMIENTO MAYORES,75
Feb 1 2019,MENOR O PERSONA ABANDONADA,511
Feb 1 2019,MOVILIDAD / SEÑALIZACION,3505
Feb 1 2019,MUERTE NATURAL,343
Feb 1 2019,MUERTO,136
Feb 1 2019,NARCOTICOS,8544
Feb 1 2019,PANDILLAS JUVENILES,90
Feb 1 2019,PATOLOGIA GINECOBSTETRICA,438
Feb 1 2019,PERSONA O VEHICULO SOSPECHOSO,9253
Feb 1 2019,PERSONA PIDIENDO AUXILIO,970
Feb 1 2019,PERSONA TENDIDA EN LA VIA,587
Feb 1 2019,POLVORA,112
Feb 1 2019,PORTE ILEGAL DE ARMAS,1593
Feb 1 2019,QUEMADURAS,30
Feb 1 2019,QUEMAS PROHIBIDAS,1074
Feb 1 2019,RAPTO / SECUESTRO,591
Feb 1 2019,REMISION DINEROS / ACOMPAÑAMIENTO,3001
Feb 1 2019,RESCATES,183
Feb 1 2019,RESCATES MONTAÑA,4
Feb 1 2019,RESTOS HUMANOS,13
Feb 1 2019,RIÑA,34727
Feb 1 2019,SANGRADO VAGINAL,50
Feb 1 2019,SINTOMAS GASTROINTESTINALES,1260
Feb 1 2019,SOLICITUD APOYO / DESACATO,870
Feb 1 2019,SUPLANTACION DE PROFESION U OFICIO,375
Feb 1 2019,TRASTORNO MENTAL,1880
Feb 1 2019,VEHICULO ABANDONADO/MAL ESTACIONADO,8291
Feb 1 2019,VEHICULO HURTADO,1029
Feb 1 2019,VEHICULO PELIGROSO,2964
Feb 1 2019,VEHICULO RECUPERADO,104
Feb 1 2019,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1552
Feb 1 2019,VERIFICAR SITUACION,14015
Feb 1 2019,VIOLENCIA SEXUAL,339
Formula1,ABEJAS,
Formula1,ABORTO,
Formula1,ABRIR DOMICILIO,
Formula1,ACCIDENTE CEREBRO VASCULAR,
Formula1,ACCIDENTE DE AVIACION,
Formula1,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,
Formula1,ACCIDENTE TRANSITO SIMPLE,
Formula1,ACCION SUBVERSIVA,
Formula1,ACTOS CONTRA EL AMBIENTE,
Formula1,ALARMA,
Formula1,ALTERACION DEL ORDEN PUBLICO,
Formula1,AMENAZA DE RUINA,
Formula1,ANIMAL ATRAPADO,
Formula1,ANIMAL MALTRATADO,
Formula1,ANIMAL PELIGROSO,
Formula1,ATRACO / HURTO EN PROCESO,
Formula1,CAIDA DE ALTURA,
Formula1,CONVULSION,
Formula1,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,
Formula1,DAÑOS EN SERVICIOS PUBLICOS,
Formula1,DELINCUENTE CAPTURADO POR CIVIL,
Formula1,DESARME,
Formula1,DESLIZAMIENTO,
Formula1,DISPAROS,
Formula1,DOLOR TORACICO,
Formula1,ELECTROCUCION / RESCATE,
Formula1,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,
Formula1,EMBRIAGUEZ,
Formula1,EMERGENCIA AEREA,
Formula1,ENFERMO,
Formula1,EVENTO RESPIRATORIO,
Formula1,EXHIBICIONES Y/O ACTOS OBSCENOS,
Formula1,EXPLOSION,
Formula1,EXTRAVIADOS / DESAPARECIDOS,
Formula1,FUGA DE GAS NATURAL O PROPANO,
Formula1,FUGA DE PRESOS,
Formula1,HABITANTE DE LA CALLE,
Formula1,HALLAZGO DE EXPLOSIVOS,
Formula1,HERIDOS,
Formula1,HURTO EFECTUADO,
Formula1,INCENDIO CON MATPEL,
Formula1,INCENDIO EN AERONAVE,
Formula1,INCENDIO ESTRUCTURAL,
Formula1,INCENDIO FORESTAL,
Formula1,INCENDIO VEHICULAR,
Formula1,INCIDENTE RESCATE ACUATICO,
Formula1,INCONSCIENTE/PARO CARDIORRESPIRATORIO,
Formula1,INDEBIDO USO DE ESTABLECIMIENTO,
Formula1,INFORMACION CONFIDENCIAL,
Formula1,INTENTO DE SUICIDIO,
Formula1,INTENTO/VIOLACION DE DOMICILIO,
Formula1,INTOXICACION,
Formula1,INUNDACION,
Formula1,INVASION DE TERRENO O EDIFICIO,
Formula1,LESIONES PERSONALES,
Formula1,MALTRATO,
Formula1,MALTRATO A MUJER,
Formula1,MANIFESTACION / MOTIN,
Formula1,MATPEL,
Formula1,MENOR EN ESTABLECIMIENTO MAYORES,
Formula1,MENOR O PERSONA ABANDONADA,
Formula1,MOVILIDAD / SEÑALIZACION,
Formula1,MUERTE NATURAL,
Formula1,MUERTO,
Formula1,NARCOTICOS,
Formula1,PANDILLAS JUVENILES,
Formula1,PATOLOGIA GINECOBSTETRICA,
Formula1,PERSONA O VEHICULO SOSPECHOSO,
Formula1,PERSONA PIDIENDO AUXILIO,
Formula1,PERSONA TENDIDA EN LA VIA,
Formula1,POLVORA,
Formula1,PORTE ILEGAL DE ARMAS,
Formula1,PREVENCION,
Formula1,QUEMADURAS,
Formula1,QUEMAS PROHIBIDAS,
Formula1,RAPTO / SECUESTRO,
Formula1,REMISION DINEROS / ACOMPAÑAMIENTO,
Formula1,RESCATES,
Formula1,RESCATES MONTAÑA,
Formula1,RESTOS HUMANOS,
Formula1,RIÑA,
Formula1,SANGRADO VAGINAL,
Formula1,SINTOMAS GASTROINTESTINALES,
Formula1,SISMO,
Formula1,SOLICITUD APOYO / DESACATO,
Formula1,SUPLANTACION DE PROFESION U OFICIO,
Formula1,TRASTORNO MENTAL,
Formula1,VEHICULO ABANDONADO/MAL ESTACIONADO,
Formula1,VEHICULO HURTADO,
Formula1,VEHICULO PELIGROSO,
Formula1,VEHICULO RECUPERADO,
Formula1,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,
Formula1,VERIFICAR SITUACION,
Formula1,VIOLENCIA SEXUAL,
Jan 1 2014,ABEJAS,369
Jan 1 2014,ABORTO,7
Jan 1 2014,ABRIR DOMICILIO,145
Jan 1 2014,ACCIDENTE CEREBRO VASCULAR,2907
Jan 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,11453
Jan 1 2014,ACCIDENTE TRANSITO SIMPLE,13182
Jan 1 2014,ACCION SUBVERSIVA,1
Jan 1 2014,ACTOS CONTRA EL AMBIENTE,1299
Jan 1 2014,ALARMA,1270
Jan 1 2014,ALTERACION DEL ORDEN PUBLICO,17264
Jan 1 2014,AMENAZA DE RUINA,44
Jan 1 2014,ANIMAL ATRAPADO,375
Jan 1 2014,ANIMAL MALTRATADO,938
Jan 1 2014,ANIMAL PELIGROSO,1070
Jan 1 2014,ATRACO / HURTO EN PROCESO,9109
Jan 1 2014,CAIDA DE ALTURA,3506
Jan 1 2014,CONVULSION,4
Jan 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,1937
Jan 1 2014,DAÑOS EN SERVICIOS PUBLICOS,2621
Jan 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1169
Jan 1 2014,DESLIZAMIENTO,11
Jan 1 2014,DISPAROS,1247
Jan 1 2014,DOLOR TORACICO,984
Jan 1 2014,ELECTROCUCION / RESCATE,42
Jan 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,307
Jan 1 2014,EMBRIAGUEZ,3158
Jan 1 2014,ENFERMO,3545
Jan 1 2014,EVENTO RESPIRATORIO,3279
Jan 1 2014,EXPLOSION,129
Jan 1 2014,EXTRAVIADOS / DESAPARECIDOS,1797
Jan 1 2014,FUGA DE GAS NATURAL O PROPANO,1166
Jan 1 2014,FUGA DE PRESOS,102
Jan 1 2014,HABITANTE DE LA CALLE,1703
Jan 1 2014,HALLAZGO DE EXPLOSIVOS,121
Jan 1 2014,HURTO EFECTUADO,3444
Jan 1 2014,INCENDIO CON MATPEL,35
Jan 1 2014,INCENDIO EN AERONAVE,1
Jan 1 2014,INCENDIO ESTRUCTURAL,1529
Jan 1 2014,INCENDIO FORESTAL,1054
Jan 1 2014,INCENDIO VEHICULAR,172
Jan 1 2014,INCIDENTE RESCATE ACUATICO,14
Jan 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4589
Jan 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,266
Jan 1 2014,INFORMACION CONFIDENCIAL,857
Jan 1 2014,INTENTO DE SUICIDIO,667
Jan 1 2014,INTENTO/VIOLACION DE DOMICILIO,1312
Jan 1 2014,INTOXICACION,678
Jan 1 2014,INUNDACION,116
Jan 1 2014,INVASION DE TERRENO O EDIFICIO,135
Jan 1 2014,LESIONES PERSONALES,5872
Jan 1 2014,MALTRATO,1939
Jan 1 2014,MANIFESTACION / MOTIN,190
Jan 1 2014,MATPEL,155
Jan 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,103
Jan 1 2014,MENOR O PERSONA ABANDONADA,457
Jan 1 2014,MOVILIDAD / SEÑALIZACION,3005
Jan 1 2014,MUERTE NATURAL,283
Jan 1 2014,MUERTO,160
Jan 1 2014,NARCOTICOS,4326
Jan 1 2014,PANDILLAS JUVENILES,454
Jan 1 2014,PATOLOGIA GINECOBSTETRICA,960
Jan 1 2014,PERSONA O VEHICULO SOSPECHOSO,9243
Jan 1 2014,PERSONA PIDIENDO AUXILIO,1017
Jan 1 2014,PERSONA TENDIDA EN LA VIA,912
Jan 1 2014,PORTE ILEGAL DE ARMAS,1708
Jan 1 2014,PREVENCION,1
Jan 1 2014,QUEMADURAS,75
Jan 1 2014,QUEMAS PROHIBIDAS,824
Jan 1 2014,RAPTO / SECUESTRO,678
Jan 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,4877
Jan 1 2014,RESCATES,130
Jan 1 2014,RESCATES MONTAÑA,4
Jan 1 2014,RESTOS HUMANOS,10
Jan 1 2014,RIÑA,35346
Jan 1 2014,SINTOMAS GASTROINTESTINALES,1804
Jan 1 2014,SISMO,2
Jan 1 2014,SOLICITUD APOYO / DESACATO,1113
Jan 1 2014,SUPLANTACION DE PROFESION U OFICIO,288
Jan 1 2014,TRASTORNO MENTAL,2475
Jan 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,6273
Jan 1 2014,VEHICULO HURTADO,773
Jan 1 2014,VEHICULO PELIGROSO,3364
Jan 1 2014,VEHICULO RECUPERADO,63
Jan 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2562
Jan 1 2014,VERIFICAR SITUACION,14832
Jan 1 2014,VIOLENCIA SEXUAL,810
Jan 1 2015,ABEJAS,700
Jan 1 2015,ABORTO,12
Jan 1 2015,ABRIR DOMICILIO,163
Jan 1 2015,ACCIDENTE CEREBRO VASCULAR,2950
Jan 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,14629
Jan 1 2015,ACCIDENTE TRANSITO SIMPLE,15634
Jan 1 2015,ACTOS CONTRA EL AMBIENTE,2464
Jan 1 2015,ALARMA,2162
Jan 1 2015,ALTERACION DEL ORDEN PUBLICO,18821
Jan 1 2015,AMENAZA DE RUINA,56
Jan 1 2015,ANIMAL ATRAPADO,375
Jan 1 2015,ANIMAL MALTRATADO,1368
Jan 1 2015,ANIMAL PELIGROSO,1033
Jan 1 2015,ATRACO / HURTO EN PROCESO,9417
Jan 1 2015,CAIDA DE ALTURA,4015
Jan 1 2015,CONVULSION,93
Jan 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2490
Jan 1 2015,DAÑOS EN SERVICIOS PUBLICOS,3383
Jan 1 2015,DELINCUENTE CAPTURADO POR CIVIL,1308
Jan 1 2015,DESARME,1
Jan 1 2015,DESLIZAMIENTO,6
Jan 1 2015,DISPAROS,1413
Jan 1 2015,DOLOR TORACICO,1115
Jan 1 2015,ELECTROCUCION / RESCATE,33
Jan 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,561
Jan 1 2015,EMBRIAGUEZ,2592
Jan 1 2015,EMERGENCIA AEREA,1
Jan 1 2015,ENFERMO,4027
Jan 1 2015,EVENTO RESPIRATORIO,3326
Jan 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,502
Jan 1 2015,EXPLOSION,81
Jan 1 2015,EXTRAVIADOS / DESAPARECIDOS,1860
Jan 1 2015,FUGA DE GAS NATURAL O PROPANO,1134
Jan 1 2015,FUGA DE PRESOS,103
Jan 1 2015,HABITANTE DE LA CALLE,1828
Jan 1 2015,HALLAZGO DE EXPLOSIVOS,115
Jan 1 2015,HERIDOS,8
Jan 1 2015,HURTO EFECTUADO,3220
Jan 1 2015,INCENDIO CON MATPEL,44
Jan 1 2015,INCENDIO ESTRUCTURAL,1394
Jan 1 2015,INCENDIO FORESTAL,873
Jan 1 2015,INCENDIO VEHICULAR,160
Jan 1 2015,INCIDENTE RESCATE ACUATICO,29
Jan 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4743
Jan 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,227
Jan 1 2015,INFORMACION CONFIDENCIAL,704
Jan 1 2015,INTENTO DE SUICIDIO,612
Jan 1 2015,INTENTO/VIOLACION DE DOMICILIO,1141
Jan 1 2015,INTOXICACION,668
Jan 1 2015,INUNDACION,173
Jan 1 2015,INVASION DE TERRENO O EDIFICIO,179
Jan 1 2015,LESIONES PERSONALES,7060
Jan 1 2015,MALTRATO,1982
Jan 1 2015,MALTRATO A MUJER,8149
Jan 1 2015,MANIFESTACION / MOTIN,180
Jan 1 2015,MATPEL,251
Jan 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,99
Jan 1 2015,MENOR O PERSONA ABANDONADA,463
Jan 1 2015,MOVILIDAD / SEÑALIZACION,3523
Jan 1 2015,MUERTE NATURAL,278
Jan 1 2015,MUERTO,168
Jan 1 2015,NARCOTICOS,4716
Jan 1 2015,PANDILLAS JUVENILES,422
Jan 1 2015,PATOLOGIA GINECOBSTETRICA,1003
Jan 1 2015,PERSONA O VEHICULO SOSPECHOSO,9628
Jan 1 2015,PERSONA PIDIENDO AUXILIO,1138
Jan 1 2015,PERSONA TENDIDA EN LA VIA,930
Jan 1 2015,PORTE ILEGAL DE ARMAS,1937
Jan 1 2015,PREVENCION,3
Jan 1 2015,QUEMADURAS,75
Jan 1 2015,QUEMAS PROHIBIDAS,1010
Jan 1 2015,RAPTO / SECUESTRO,748
Jan 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,4080
Jan 1 2015,RESCATES,167
Jan 1 2015,RESCATES MONTAÑA,5
Jan 1 2015,RESTOS HUMANOS,10
Jan 1 2015,RIÑA,36773
Jan 1 2015,SANGRADO VAGINAL,4
Jan 1 2015,SINTOMAS GASTROINTESTINALES,1847
Jan 1 2015,SISMO,1
Jan 1 2015,SOLICITUD APOYO / DESACATO,1357
Jan 1 2015,SUPLANTACION DE PROFESION U OFICIO,381
Jan 1 2015,TRASTORNO MENTAL,2559
Jan 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,7199
Jan 1 2015,VEHICULO HURTADO,940
Jan 1 2015,VEHICULO PELIGROSO,3115
Jan 1 2015,VEHICULO RECUPERADO,72
Jan 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2420
Jan 1 2015,VERIFICAR SITUACION,13814
Jan 1 2015,VIOLENCIA SEXUAL,374
Jan 1 2016,ABEJAS,409
Jan 1 2016,ABORTO,19
Jan 1 2016,ABRIR DOMICILIO,171
Jan 1 2016,ACCIDENTE CEREBRO VASCULAR,3258
Jan 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,20023
Jan 1 2016,ACCIDENTE TRANSITO SIMPLE,17594
Jan 1 2016,ACCION SUBVERSIVA,2
Jan 1 2016,ACTOS CONTRA EL AMBIENTE,3657
Jan 1 2016,ALARMA,2256
Jan 1 2016,ALTERACION DEL ORDEN PUBLICO,22711
Jan 1 2016,AMENAZA DE RUINA,51
Jan 1 2016,ANIMAL ATRAPADO,582
Jan 1 2016,ANIMAL MALTRATADO,2303
Jan 1 2016,ANIMAL PELIGROSO,1197
Jan 1 2016,ATRACO / HURTO EN PROCESO,9061
Jan 1 2016,CAIDA DE ALTURA,4231
Jan 1 2016,CONVULSION,106
Jan 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2870
Jan 1 2016,DAÑOS EN SERVICIOS PUBLICOS,6867
Jan 1 2016,DELINCUENTE CAPTURADO POR CIVIL,1625
Jan 1 2016,DESLIZAMIENTO,11
Jan 1 2016,DISPAROS,1235
Jan 1 2016,DOLOR TORACICO,1061
Jan 1 2016,ELECTROCUCION / RESCATE,24
Jan 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,526
Jan 1 2016,EMBRIAGUEZ,3439
Jan 1 2016,ENFERMO,3537
Jan 1 2016,EVENTO RESPIRATORIO,3162
Jan 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,461
Jan 1 2016,EXPLOSION,104
Jan 1 2016,EXTRAVIADOS / DESAPARECIDOS,1702
Jan 1 2016,FUGA DE GAS NATURAL O PROPANO,1730
Jan 1 2016,FUGA DE PRESOS,88
Jan 1 2016,HABITANTE DE LA CALLE,1923
Jan 1 2016,HALLAZGO DE EXPLOSIVOS,130
Jan 1 2016,HERIDOS,26
Jan 1 2016,HURTO EFECTUADO,2975
Jan 1 2016,INCENDIO CON MATPEL,37
Jan 1 2016,INCENDIO ESTRUCTURAL,1575
Jan 1 2016,INCENDIO FORESTAL,4308
Jan 1 2016,INCENDIO VEHICULAR,204
Jan 1 2016,INCIDENTE RESCATE ACUATICO,9
Jan 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,4860
Jan 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,192
Jan 1 2016,INFORMACION CONFIDENCIAL,733
Jan 1 2016,INTENTO DE SUICIDIO,1055
Jan 1 2016,INTENTO/VIOLACION DE DOMICILIO,1108
Jan 1 2016,INTOXICACION,1004
Jan 1 2016,INUNDACION,153
Jan 1 2016,INVASION DE TERRENO O EDIFICIO,190
Jan 1 2016,LESIONES PERSONALES,7420
Jan 1 2016,MALTRATO,2321
Jan 1 2016,MALTRATO A MUJER,9742
Jan 1 2016,MANIFESTACION / MOTIN,198
Jan 1 2016,MATPEL,663
Jan 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,89
Jan 1 2016,MENOR O PERSONA ABANDONADA,553
Jan 1 2016,MOVILIDAD / SEÑALIZACION,3746
Jan 1 2016,MUERTE NATURAL,284
Jan 1 2016,MUERTO,163
Jan 1 2016,NARCOTICOS,5067
Jan 1 2016,PANDILLAS JUVENILES,270
Jan 1 2016,PATOLOGIA GINECOBSTETRICA,1053
Jan 1 2016,PERSONA O VEHICULO SOSPECHOSO,9094
Jan 1 2016,PERSONA PIDIENDO AUXILIO,1190
Jan 1 2016,PERSONA TENDIDA EN LA VIA,1016
Jan 1 2016,PORTE ILEGAL DE ARMAS,1902
Jan 1 2016,PREVENCION,5
Jan 1 2016,QUEMADURAS,98
Jan 1 2016,QUEMAS PROHIBIDAS,1402
Jan 1 2016,RAPTO / SECUESTRO,887
Jan 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,4137
Jan 1 2016,RESCATES,278
Jan 1 2016,RESCATES MONTAÑA,7
Jan 1 2016,RESTOS HUMANOS,19
Jan 1 2016,RIÑA,39901
Jan 1 2016,SANGRADO VAGINAL,4
Jan 1 2016,SINTOMAS GASTROINTESTINALES,1872
Jan 1 2016,SISMO,1
Jan 1 2016,SOLICITUD APOYO / DESACATO,1105
Jan 1 2016,SUPLANTACION DE PROFESION U OFICIO,359
Jan 1 2016,TRASTORNO MENTAL,3667
Jan 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,13468
Jan 1 2016,VEHICULO HURTADO,1185
Jan 1 2016,VEHICULO PELIGROSO,4419
Jan 1 2016,VEHICULO RECUPERADO,95
Jan 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2428
Jan 1 2016,VERIFICAR SITUACION,14015
Jan 1 2016,VIOLENCIA SEXUAL,411
Jan 1 2017,ABEJAS,291
Jan 1 2017,ABORTO,4
Jan 1 2017,ABRIR DOMICILIO,125
Jan 1 2017,ACCIDENTE CEREBRO VASCULAR,890
Jan 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,11378
Jan 1 2017,ACCIDENTE TRANSITO SIMPLE,14162
Jan 1 2017,ACCION SUBVERSIVA,1
Jan 1 2017,ACTOS CONTRA EL AMBIENTE,2303
Jan 1 2017,ALARMA,2234
Jan 1 2017,ALTERACION DEL ORDEN PUBLICO,29871
Jan 1 2017,AMENAZA DE RUINA,40
Jan 1 2017,ANIMAL ATRAPADO,395
Jan 1 2017,ANIMAL MALTRATADO,2863
Jan 1 2017,ANIMAL PELIGROSO,1659
Jan 1 2017,ATRACO / HURTO EN PROCESO,9460
Jan 1 2017,CAIDA DE ALTURA,847
Jan 1 2017,CONVULSION,1680
Jan 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2583
Jan 1 2017,DAÑOS EN SERVICIOS PUBLICOS,1471
Jan 1 2017,DELINCUENTE CAPTURADO POR CIVIL,1935
Jan 1 2017,DESLIZAMIENTO,4
Jan 1 2017,DISPAROS,1095
Jan 1 2017,DOLOR TORACICO,828
Jan 1 2017,ELECTROCUCION / RESCATE,27
Jan 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,438
Jan 1 2017,EMBRIAGUEZ,3521
Jan 1 2017,EMERGENCIA AEREA,1
Jan 1 2017,ENFERMO,2339
Jan 1 2017,EVENTO RESPIRATORIO,2729
Jan 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,577
Jan 1 2017,EXPLOSION,88
Jan 1 2017,EXTRAVIADOS / DESAPARECIDOS,1611
Jan 1 2017,FUGA DE GAS NATURAL O PROPANO,665
Jan 1 2017,FUGA DE PRESOS,82
Jan 1 2017,HABITANTE DE LA CALLE,3114
Jan 1 2017,HALLAZGO DE EXPLOSIVOS,134
Jan 1 2017,HERIDOS,2047
Jan 1 2017,HURTO EFECTUADO,3092
Jan 1 2017,INCENDIO CON MATPEL,30
Jan 1 2017,INCENDIO ESTRUCTURAL,848
Jan 1 2017,INCENDIO FORESTAL,473
Jan 1 2017,INCENDIO VEHICULAR,124
Jan 1 2017,INCIDENTE RESCATE ACUATICO,20
Jan 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3881
Jan 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,186
Jan 1 2017,INFORMACION CONFIDENCIAL,637
Jan 1 2017,INTENTO DE SUICIDIO,744
Jan 1 2017,INTENTO/VIOLACION DE DOMICILIO,1067
Jan 1 2017,INTOXICACION,504
Jan 1 2017,INUNDACION,170
Jan 1 2017,INVASION DE TERRENO O EDIFICIO,296
Jan 1 2017,LESIONES PERSONALES,5680
Jan 1 2017,MALTRATO,1984
Jan 1 2017,MALTRATO A MUJER,10065
Jan 1 2017,MANIFESTACION / MOTIN,174
Jan 1 2017,MATPEL,279
Jan 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,102
Jan 1 2017,MENOR O PERSONA ABANDONADA,441
Jan 1 2017,MOVILIDAD / SEÑALIZACION,2445
Jan 1 2017,MUERTE NATURAL,255
Jan 1 2017,MUERTO,164
Jan 1 2017,NARCOTICOS,6141
Jan 1 2017,PANDILLAS JUVENILES,178
Jan 1 2017,PATOLOGIA GINECOBSTETRICA,525
Jan 1 2017,PERSONA O VEHICULO SOSPECHOSO,10257
Jan 1 2017,PERSONA PIDIENDO AUXILIO,1129
Jan 1 2017,PERSONA TENDIDA EN LA VIA,673
Jan 1 2017,POLVORA,706
Jan 1 2017,PORTE ILEGAL DE ARMAS,1854
Jan 1 2017,QUEMADURAS,53
Jan 1 2017,QUEMAS PROHIBIDAS,963
Jan 1 2017,RAPTO / SECUESTRO,788
Jan 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,4737
Jan 1 2017,RESCATES,157
Jan 1 2017,RESCATES MONTAÑA,2
Jan 1 2017,RESTOS HUMANOS,12
Jan 1 2017,RIÑA,37304
Jan 1 2017,SANGRADO VAGINAL,47
Jan 1 2017,SINTOMAS GASTROINTESTINALES,1238
Jan 1 2017,SOLICITUD APOYO / DESACATO,903
Jan 1 2017,SUPLANTACION DE PROFESION U OFICIO,446
Jan 1 2017,TRASTORNO MENTAL,1847
Jan 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,7550
Jan 1 2017,VEHICULO HURTADO,1125
Jan 1 2017,VEHICULO PELIGROSO,3228
Jan 1 2017,VEHICULO RECUPERADO,102
Jan 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2677
Jan 1 2017,VERIFICAR SITUACION,13283
Jan 1 2017,VIOLENCIA SEXUAL,264
Jan 1 2018,ABEJAS,739
Jan 1 2018,ABORTO,2
Jan 1 2018,ABRIR DOMICILIO,183
Jan 1 2018,ACCIDENTE CEREBRO VASCULAR,708
Jan 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,9400
Jan 1 2018,ACCIDENTE TRANSITO SIMPLE,14045
Jan 1 2018,ACCION SUBVERSIVA,1
Jan 1 2018,ACTOS CONTRA EL AMBIENTE,2191
Jan 1 2018,ALARMA,2969
Jan 1 2018,ALTERACION DEL ORDEN PUBLICO,31981
Jan 1 2018,AMENAZA DE RUINA,67
Jan 1 2018,ANIMAL ATRAPADO,447
Jan 1 2018,ANIMAL MALTRATADO,3993
Jan 1 2018,ANIMAL PELIGROSO,1397
Jan 1 2018,ATRACO / HURTO EN PROCESO,8385
Jan 1 2018,CAIDA DE ALTURA,626
Jan 1 2018,CONVULSION,1456
Jan 1 2018,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2498
Jan 1 2018,DAÑOS EN SERVICIOS PUBLICOS,1627
Jan 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2255
Jan 1 2018,DESARME,1
Jan 1 2018,DESLIZAMIENTO,37
Jan 1 2018,DISPAROS,908
Jan 1 2018,DOLOR TORACICO,755
